"composerName","workTitle"
"Suk,  Josef","SYMPHONY NO. 2, C MINOR, OP. 27 (ASRAEL)"
"Devienne,  François","TRIO SONATA"
"Zemlinsky,  Alexander","SEEJUNGFRAU, DIE"
"Del Tredici,  David","SPIDER AND THE FLY, THE"
"Anthem,","PHILIPPINES"
"Arnold,  Sir  Malcolm","QUINTET"
"Gershwin,  George","TWO GERSHWIN PORTRAITS (ARR. Turrin)"
"Mozart,  Wolfgang  Amadeus","SONATA, PIANO NO. 11, A MAJOR, K.331"
"Penderecki,  Krzysztof","SEVEN GATES OF JERUSALEM"
"Williams,  John","SUMMON THE HEROS"
"Beethoven,  Ludwig  van","SONATA, CELLO AND PIANO, A MAJOR, OP. 69"
"Beethoven,  Ludwig  van","SONGS OF VARIOUS NATIONALITY, TWELVE, WOO 157"
"Beethoven,  Ludwig  van","SONGS, IRISH, TWELVE, WOO 154"
"Harbison,  John","REMEMBERING GATSBY"
"Fuchs,  Kenneth","STICKS AND TOM(S)"
"Piazzolla,  Astor","TRIO, PIANO AND STRINGS (ARR. Bargato)"
"Lees,  Benjamin","CONCERTO, STRING QUARTET"
"Schickele,  Peter","SYMPHONY NO. 1"
"Brahms,  Johannes","RHAPSODY, OP. 79, NO. 2"
"Bach,  Johann  Sebastian","PARTITA, NO. 2, D MINOR, BWV 1004: CHACONNE (ARR. Busoni)"
"Rachmaninoff,  Sergei","VARIATIONS ON A THEME BY CORELLI"
"Schickele,  Peter","A ZOO CALLED EARTH"
"Karg-Ellert,  Sigfrid","WIND QUINTET NO. 1, OP. 30"
"Kern,  Jerome","ALL THE THINGS YOU ARE (ARR. Miller)"
"Kern,  Jerome","SMOKE GETS IN YOUR EYES (STR. QUARTET) (ARR. Miller)"
"Gershwin,  George","PRELUDES, THREE, TRUMPET, PIANO (ARR. Resnik)"
"Gershwin,  George","LET 'EM EAT CAKE: OVERTURE (ARR. Rose)"
"Gershwin,  George","VARIATIONS ON I GOT RHYTHM FROM GIRL CRAZY (ARR. Brohn)"
"Gershwin,  George","OH, KAY!"
"Gershwin,  George","PARDON MY ENGLISH"
"Gershwin,  George","LOVE IS HERE TO STAY (ARR. Powell)"
"Gershwin,  George","SHALL WE DANCE:  THEY CAN'T TAKE THAT AWAY FROM ME (ARR. Dragon)"
"Gershwin,  George","DAMSEL IN DISTRESS:   NICE WORK IF YOU CAN GET IT (ARR. Noble)"
"Gershwin,  George","FOR YOU, FOR ME, FOR EVERMORE (ARR. Spencer)"
"Gershwin,  George","LADY BE GOOD: MAN I LOVE (ARR. Dragon)"
"Monteverdi,  Claudio","VESPRO DELLA BEATA VERGINE"
"Vivaldi,  Antonio","GLORIA, RV 589"
"Traditional,","SPIRITUAL: AIN'T THAT A WITNESS (ARR. Sadin)"
"Traditional,","SPIRITUAL: GO TELL IT ON THE MOUNTAIN (ARR. Sadin)"
"Joplin,  Scott","MAPLE LEAF RAG (CHORAL) (ARR. Roberts)"
"Traditional,","BLACK AND BLUE (ARR. Roberts)"
"Waller,  Fats  (Thomas)","THIS JOINT IS JUMPIN (ARR. Roberts)"
"Gruber,  Franz  Xaver","SILENT NIGHT (ARR. Cashmore)"
"Bernard,  Felix","Smith, Richard B. / WINTER WONDERLAND (ARR. Becton)"
"Hathaway and McKinnor,  Donny and Nadine","THIS CHRISTMAS (ARR. McKnight)"
"Traditional,","KINGS HIGHWAY MEDLEY (ARR. Holland)"
"Traditional,","SPIRITUAL: COME ON CHILDREN LET'S SING (ARR. Twine)"
"Premru,  Raymond","DIVERTIMENTO FOR BRASS"
"Traditional,","CAROL: HOLLY AND THE IVY (BRASS) (ARR. Kenton)"
"Gliere [Glière],  Reinhold","RED POPPY, THE: RUSSIAN SAILOR'S DANCE (BRASS ENSEMBLE) (ARR. Freeh)"
"Reicha,  Antoine(-Joseph)","FANFARE"
"McCartney,  Sir  Paul","PENNY LANE (BRASS) (ARR. Dedrick)"
"McCartney,  Sir  Paul","COME TOGETHER (BRASS) (ARR. Dedrick)"
"Anderson,  Leroy","CHRISTMAS FESTIVAL (BRASS) (ARR. Unspecified)"
"Flecha,  Mateo, El Viejo","RIU, RIU, CHIU"
"Guitierrez [Gutiérrez] de Padilla,  Juan","A SIOLO FLASIQUIYO"
"Pygott,  Richard","QUID PETIS O FILI"
"Traditional,","GAUDETE"
"Traditional,","SPIRITUAL: RISE UP SHEPHERD AND FOLLOW (ARR. Davis)"
"Holst,  Gustav","IN THE BLEAK MIDWINTER"
"Traditional,","CAROL: WHAT CHILD IS THIS? (ARR. Chilcott)"
"Traditional,","CAROL: SOMERSET WASSAIL (ARR. Kay)"
"Patterson,  Paul","TIME PIECE"
"Strauss,  Johann, II","TÄNZERIN FANNY ELSSLER, DIE"
"Strauss,  Johann, II","EGYPTISCHER MARSCH (EGYPTIAN MARCH), OP. 335"
"Holst,  Gustav","TERZETTO, OP. 44"
"Svane,  Randall","QUARTET, STRING, NO. 1"
"Poulenc,  Francis","BAL MASQUE, LE"
"Shchedrin,  Rodion","SYMPHONY NO. 2"
"Ernst,  Heinrich  Wilhelm","ERLKÖNIG, OP. 26"
"Poulenc,  Francis","BICHES, LES: SUITE"
"Ellington,  Duke","PEER GYNT SUITE (JAZZ) (ARR. Strayhorn)"
"Ellington,  Duke","AFRO BOSSO (BULA) (ARR. Marsalis)"
"Ellington,  Duke","BLUES IN BLUEPRINT (ARR. Marsalis)"
"Ellington,  Duke","DEEP SOUTH SUITE (ARR. Marsalis)"
"Ellington,  Duke","HARLEM, A TONE PARALLEL TO (ARR. Marsalis)"
"Ellington,  Duke","ROCKIN' IN RHYTHM (ARR. Carney)"
"Ellington,  Duke","C JAM BLUES"
"MacMillan,  James","WORLD'S RANSOMING, THE"
"Gubaidulina,  Sofia","GARDEN OF JOYS AND SORROWS"
"Gubaidulina,  Sofia","TWO PATHS (TWO VIOLAS)"
"Rouse,  Christopher","SEEING [PIANO CONCERTO]"
"Lang,  David","INTERNATIONAL BUSINESS MACHINE"
"Harrison,  Lou","SUITE, VIOLIN, PIANO AND CHAMBER ORCHESTRA"
"Lieberson,  Peter","ELEGY"
"Picker,  Tobias","INVISIBLE LILACS"
"Karlsen,  Kjell  Mørk","ANTIPHONAE"
"Hindemith,  Paul","SONATA, FOUR HORNS"
"Schoenfield,  Paul","CAFE MUSIC"
"Shostakovich,  Dmitri","SYMPHONY NO. 11, OP. 103 (THE YEAR 1905)"
"Still,  William  Grant","ROMANCE FOR TROMBONE"
"Dun,  Tan","CONCERTO, WATER PERCUSSION"
"Strauss,  Richard","CONCERTO, VIOLIN, D MINOR, OP.  8"
"Seltzer,  Dov","LAMENT TO YITZHAK"
"Kernis,  Aaron  Jay","GARDEN OF LIGHT"
"Torke,  Michael","FOUR SEASONS"
"Thomson,  Virgil","FIVE PORTRAITS FOR FOUR CLARINETS"
"Doppler,  (Albert)  Franz","L'OISEAU DES BOIS"
"Ravel,  Maurice","SONATINE EN TRIO (FOR FLUTE, CELLO, HARP) (ARR. Salzedo)"
"Loeffler,  Charles  Martin","RHAPSODIES, THREE"
"Copland,  Aaron","SEXTET"
"Previn,  Sir  André","CONCERTO, PIANO"
"Sussan,  Leo","COLORFUL VARIATIONS, THE"
"Baum,  Parker","COLORFUL VARIATIONS, THE"
"Blaudziunas,  Gabija","COLORFUL VARIATIONS, THE"
"Mindlin,  Samantha","COLORFUL VARIATIONS, THE"
"Spencer,  Victoria","COLORFUL VARIATIONS, THE"
"Hoover,  Duke","COLORFUL VARIATIONS, THE"
"Held,  Ilana","COLORFUL VARIATIONS, THE"
"Boyle-Cole,  Cheyenne","COLORFUL VARIATIONS, THE"
"Hirschhorn,  Michelle","COLORFUL VARIATIONS, THE"
"Piot,  Melhia","COLORFUL VARIATIONS, THE"
"Sable,  Lindsay","COLORFUL VARIATIONS, THE"
"Esman,  Ilan","COLORFUL VARIATIONS, THE"
"Gray,  Aiesha","COLORFUL VARIATIONS, THE"
"Rosario,  Janis","COLORFUL VARIATIONS, THE"
"Baum,  Sabrina","COLORFUL VARIATIONS, THE"
"Mozart,  Wolfgang  Amadeus","KYRIE IN D MINOR, K.368A (OLD K.341)"
"Tippett,  Michael","CHILD OF OUR TIME"
"Beethoven,  Ludwig  van","QUINTET, OBOE, BASSOON, 3 HORNS, HESS 19"
"Copland,  Aaron","SONATA, VIOLIN, PIANO"
"Hindemith,  Paul","SERENADES, THE, OP. 35"
"Ades [Adès],  Thomas","AMERICA (PROPHECY)"
"Satoh,  Somei","KISETSU"
"Henze,  Hans  Werner","FRATERNITY, AIR FOR ORCHESTRA"
"Saariaho,  Kaija","OLTRA MAR, SEVEN PRELUDES FOR THE NEW MILLENNIUM"
"Corigliano,  John, Jr.","VOCALISE"
"Kancheli,  Giya","AND FAREWELL GOES OUT SIGHING"
"Vasks,  Peteris","BOOK, THE"
"Morricone,  Ennio","DREAM OF A RIDICULOUS MAN, THE"
"Kancheli,  Giya","TIME...AND AGAIN"
"Schnittke,  Alfred","TRIO, STRINGS"
"Piazzolla,  Astor","CALLE, LA, 92 (ARR. Desyatnikov)"
"Piazzolla,  Astor","MILONGA SIN PALABRAS (ARR. Desyatnikov)"
"Piazzolla,  Astor","RIO SENA (ARR. Desyatnikov)"
"Copland,  Aaron","AS IT FELL UPON A DAY"
"Copland,  Aaron","PIANO BLUES, FOUR"
"Copland,  Aaron","NIGHT THOUGHTS (HOMAGE TO IVES)"
"Copland,  Aaron","OLD AMERICAN SONGS (VOICE AND PIANO)"
"Copland,  Aaron","HEAR YE, HEAR YE, SUITE (ARR. Thakar)"
"Copland,  Aaron","DANCE PANELS, BALLET IN SEVEN SECTIONS"
"Copland,  Aaron","QUARTET, PIANO"
"Copland,  Aaron","SONATA, PIANO"
"Copland,  Aaron","PIANO VARIATIONS"
"Copland,  Aaron","PIANO FANTASY"
"Copland,  Aaron","VITEBSK"
"Martinu,  Bohuslav","QUARTET"
"Copland,  Aaron","MOTETS, FOUR"
"Copland,  Aaron","LARK"
"Copland,  Aaron","AN IMMORALITY"
"Copland,  Aaron","WHAT DO WE PLANT?"
"Copland,  Aaron","OLD AMERICAN SONGS (CHORUS + PIANO) (ARR. Fine and Wilding-White)"
"Copland,  Aaron","AGACHADAS"
"Copland,  Aaron","YOUNGER GENERATION"
"Copland,  Aaron","IN THE BEGINNING"
"Copland,  Aaron","THRENODIES, FLUTE, STRING TRIO"
"Copland,  Aaron","VOCALISE"
"Copland,  Aaron","DUO, FLUTE, PIANO"
"Copland,  Aaron","PIECES, TWO, VIOLIN, PIANO"
"Copland,  Aaron","MOVEMENT, STRING QUARTET"
"Copland,  Aaron","PIECES, TWO, STRING QUARTET"
"Mozart,  Wolfgang  Amadeus","SONATA, VIOLIN/PIANO NO. 18, G MAJOR, K.301"
"Martinu,  Bohuslav","SERENADE"
"Beethoven,  Ludwig  van","EGMONT, OP.84: OVERTURE (ARR. FOR BRASS) (ARR. Frackenpohl)"
"Brahms,  Johannes","QUINTET, PIANO, F MINOR, OP. 34:  FINALE, ARR. FOR BRASS"
"Bach,  Johann  Sebastian","CANTATA NO. 147:  CHORALE, ""JESU, JOY OF MAN'S DESIRING"" (ARR. BRASS) (ARR. Unspecified)"
"Traditional,","FANFARE"
"Torme [Tormé],  Mel","Wells, Robert / THE CHRISTMAS SONG (ARR. FOR BRASS)"
"Traditional,","GIRL ON A ROLLER COASTER"
"Kamen,  Michael","CANADIAN BRASS DECTET"
"Ellington,  Duke","TRIBUTE TO DUKE ELLINGTON (ARR. Henderson)"
"Traditional,","HANUKKAH SONGS, THREE"
"Traditional,","TRIBUTE TO THE SALVATION ARMY (ARR. Henderson)"
"Kenton,  Stan","CHRISTMAS A LA KENTON (BRASS)"
"Glick,  Srul  Irving","SING UNTO THE LORD A NEW SONG"
"Traditional,","SPIRITUAL: CHILDREN, GO WHERE I SEND THEE (ARR. Morris)"
"Traditional,","SPIRITUAL: MARY WAS THE QUEEN OF GALILEE (ARR. Whalum)"
"Traditional,","SPIRITUAL: I CAN TELL THE WORLD (ARR. Hogan)"
"Gershwin,  George","GERSHWIN MEDLEY (ARR. Sadin)"
"Simonson,  Victor","I WILL GIVE YOU ALL THE PRAISE"
"Becton,  Shelton  L.","OH HOW PRECIOUS"
"Traditional,","SPIRITUAL: AMAZING GRACE (ARR. Sebesky)"
"Marsalis,  Wynton","ALL RISE"
"Gershwin,  George","GIRL CRAZY: EMBRACEABLE YOU (ARR. TRUMPET AND PIANO) (ARR. Breiner and Bartos)"
"Lutoslawski,  Witold","PARTITA"
"Lutoslawski,  Witold","INTERLUDE"
"Rihm,  Wolfgang","GESUNGENE ZEIT [TIME CHANT]"
"Penderecki,  Krzysztof","CONCERTO, VIOLIN, NO. 2 [METAMORPHOSEN]"
"Falcon [Falcón] Sanabria,  Juan  José","HESPERIDES OVERTURE"
"Faure [Fauré],  Gabriel-Urbain","TRIO, PIANO, OP. 120"
"Weill,  Kurt","WHAT GOOD WOULD THE MOON BE"
"Weill,  Kurt","LOVE SUNG"
"Weill,  Kurt","THE RIGHT GUY FOR ME"
"Weill,  Kurt","MR. RIGHT"
"Weill,  Kurt","I'M A STRANGER HERE MYSELF"
"Weill,  Kurt","THAT'S HIM"
"Weill,  Kurt","MY HEART IS SHOWING"
"Weill,  Kurt","THE RIVER IS SO BLUE"
"Weill,  Kurt","IS IT HIM OR IS IT ME"
"Weill,  Kurt","STAY WELL"
"Weill,  Kurt","LADY IN THE DARK"
"Weill,  Kurt","THIS IS NOW"
"Weill,  Kurt","JOHNNY JOHNSON"
"Weill,  Kurt","FIVE SONGS, HUCKLEBERRY FINN"
"Bernstein,  Leonard","QUIET PLACE, SUITE (ARR. Ramin)"
"Pugh,  James","CONCERTO, TROMBONE"
"Bach,  Johann  Sebastian","TRIO SONATA, OBOE, VIOLA, CONTINUO, C MAJOR, BWV 529"
"Mendelssohn,  Felix","QUARTET, PIANO AND STRINGS, B MINOR, OP. 3"
"Kern,  Jerome","SONGS FOR STRING QUARTET (ARR. Miller)"
"Mores,  Mariano","CRISTAL (TANGO) (ARR. Thomas-Mifune)"
"Krauze,  Zygmunt","QUINTET, PIANO"
"Sondheim,  Stephen","SWEENEY TODD (ARR. Tunick)"
"Daugherty,  Michael","UFO FOR SOLO PERCUSSION AND ORCHESTRA"
"Masson [Másson],  Askell [Áskell]","CONCERT PIECE, SNARE DRUM"
"Sierra,  Roberto","BONGO-O"
"Rouse,  Christopher","OGOUN BADAGRIS"
"Liebermann,  Lowell","CONCERTO, TRUMPET, OP. 64"
"Janis,  Tim","MUSIC OF HOPE (ORCH.) (ARR. Galante)"
"Janis,  Tim","RUSHING WINGS OF DAWN, THE (ARR. Galante)"
"Janis,  Tim","WATCH HILL (ARR. Galante)"
"Janis,  Tim","MOONLIGHT ON THE SEA (ORCH.) (ARR. Galante)"
"Gershwin,  George","SELECTIONS  (BRASS QUINTET)"
"Khachaturian,  Aram","GAYANE: SABRE DANCE (BRASS ENSEMBLE) (ARR. Holcombe)"
"Corigliano,  John, Jr.","ELEGY FOR ORCHESTRA"
"Mozart,  Wolfgang  Amadeus","VADO MA DOVE, K.583"
"Bernstein,  Leonard","WEST SIDE STORY SUITE, BRASS CHOIR (ARR. Turrin)"
"Deak,  Jon","B.B. WOLF"
"Mendelssohn,  Felix","TRIO, VLN/VC/PNO, NO. 2, C MINOR, OP. 66"
"Mendelssohn,  Felix","DENN ER HAT SEINEN ENGELN BEFOHLEN UBER DIR"
"Mendelssohn,  Felix","LAUDATE PUERI, OP. 39, NO. 2"
"Mendelssohn,  Felix","SURREXIT PASTOR BONUS"
"Mendelssohn,  Felix","QUINTET, STRINGS NO. 2, B-FLAT MAJOR, OP.87"
"Maxwell Davies,  Sir  Peter","ORKNEY WEDDING, WITH SUNRISE, AN"
"Faure [Fauré],  Gabriel-Urbain","QUINTET, PIANO, NO. 2, C MINOR, OP. 115"
"Sheng,  Bright","RED SILK DANCE, CAPRICCIO FOR PIANO AND ORCHESTRA"
"Reinecke,  Carl","SEXTET, OP. 271"
"Wagner,  Richard","RING WITHOUT WORDS (ARR. Maazel)"
"Turina,  Joaquin","QUARTET, PIANO AND STRINGS, OP. 67"
"Tippett,  Michael","SONATA, FOUR HORNS"
"Adams,  John","CHAMBER SYMPHONY"
"Vivaldi,  Antonio","CONCERTO, CELLOS (2), G MINOR, RV 531"
"Kuhlau,  Friedrich","QUINTET, FLUTE, VIOLIN, 2 VIOLAS, CELLO, OP. 51, NO. 3, A MAJOR"
"Previn,  Sir  André","TRIO, OBOE, BASSOON, PIANO"
"Schubert,  Franz","TRIO, PIANO AND STRINGS, NO. 2, E-FLAT MAJOR, D.929"
"Handel,  George  Frideric","SOLOMON: ENTRANCE OF THE QUEEN OF SHEBA (ARR. Allen)"
"Rachmaninoff,  Sergei","VESPERS, OP. 37 (FOR BRASS) (ARR. Borsvold)"
"Crespo,  Enrique","SNOW IN HOLLYWOOD (BRASS)"
"Crespo,  Enrique","EURO CHRISTMAS (BRASS)"
"Ellington,  Duke","NEW WORLD A'COMING (BRASS) (ARR. Henderson)"
"Traditional,","CAROL: O COME, O COME EMMANUEL (ARR. Berry)"
"Traditional,","CAROL: A LA MEDIA NOCHE (ARR. Berry)"
"MacLean,","CHRISTMAS IN NEW YORK"
"Traditional,","CAROL: FUM, FUM, FUM (ARR. Berry)"
"Martin,  Frank","JEDERMANN, SIX MONOLOGUES FROM"
"Previn,  Sir  André","DIVERSIONS"
"Henze,  Hans  Werner","SYMPHONY NO. 9"
"Kalhor,  Kayhan","BLUE AS THE TURQUOISE NIGHT OF NEYSHABUR (ARR. Prutsman)"
"Danielpour,  Richard","CONCERTO, CELLO, NO. 2 (THROUGH THE ANCIENT VALLEY)"
"Chopin,  Frédéric","INTRODUCTION AND POLONAISE BRILLANTE, OP. 3"
"Elgar,  Sir  Edward","CONCERTO, CELLO, E MINOR, OP. 85 (ARR. CELLO + PIANO) (ARR. Unspecified)"
"Paulus,  Stephen","VOICES OF LIGHT"
"Pasculli,  Antonio","OMAGGIO A BELLINI"
"Wagner,  Richard","WESENDONCK LIEDER, WWV 91 (ARR. Henze)"
"Rouse,  Christopher","COMPLINE"
"Rouse,  Christopher","CONCERTO, VIOLIN"
"Matthus,  Siegfried","CONCERTO, FLUTE, HARP, ORCHESTRA"
"Rechtman,  Ilan","NEW YORK JAZZICAL (ARR. Myers)"
"Koetsier,  Jan","MINIATURES, FIVE, FOR FOUR HORNS"
"Boutry,  Roger","TERTACOR"
"Chavez [Chávez],  Carlos","SONATA, FOUR HORNS"
"Unspecified,","POPULAR MUSIC SELECTIONS"
"Haydn,  Franz  Joseph","TRIO, 2 FLUTES, CELLO, C MAJOR H.IV: 1"
"Ben-Haim,  Paul","SERENADE FOR FLUTE AND STRING TRIO"
"Bernstein,  Leonard","WEST SIDE STORY, SUITE FOR VIOLIN AND ORCHESTRA (ARR. Brohn)"
"Bernstein,  Leonard","ON THE TOWN: LONELY TOWN (ARR. Brohn)"
"Bernstein,  Leonard","CANDIDE, MAKE OUR GARDEN GROW (VIOLIN + ORCH.) (ARR. Corigliano)"
"Bernstein,  Leonard","ON THE TOWN: NEW YORK, NEW YORK (VIOLIN AND ORCHESTRA) (ARR. Brohn)"
"Shaw,  Lowell","BEGUINE"
"Gounod,  Charles","FUNERAL MARCH OF A MARIONETTE (BRASS) (ARR. Unspecified)"
"Bratton,  John  W.","TEDDY BEARS' PICNIC"
"Shaw,  Lowell","MARCH"
"Penderecki,  Krzysztof","TRIO, STRINGS"
"Stenhammar,  Wilhelm","SERENADE, OP. 31"
"Beethoven,  Ludwig  van","QUARTET, STRING, OP.  59, NO. 2, E MINOR"
"Duparc,  Henri","AU PAYS OU SE FAIT LA GUERRE"
"Duparc,  Henri","TESTAMENT"
"Mozart,  Wolfgang  Amadeus","DUO, VIOLIN/VIOLA, G MAJOR, K.423"
"Botti,  Susan","ECHO TEMPO, CONCERTO, SOPRANO AND PERCUSSION"
"Gubaidulina,  Sofia","CONCERTO, VIOLA"
"Beethoven,  Ludwig  van","QUARTET, STRING, OP.  95, F MAJOR (SERIOSO)"
"Deak,  Jon","COLONIAL VARIANCES"
"Copland,  Aaron","RODEO (ARR. STRING QUINTET) (ARR. Unspecified)"
"Mozart,  Wolfgang  Amadeus","SYMPHONY NO. 30, D MAJOR, K.186B (OLD K.202)"
"Martinu,  Bohuslav","TRIO, FLUTE, CELLO, PIANO"
"Ellington,  Duke","NUTCRACKER SUITE (ARR. Strayhorn)"
"Marsalis,  Wynton","BLOOD ON THE FIELDS"
"Traditional,","CAROL: O COME, O COME EMMANUEL (ARR. Shaw/Parker)"
"Niles,  John  Jacob","I WONDER AS I WANDER (ARR. Joubert)"
"Traditional,","CAROL: BEHOLD THE STAR (ARR. Dawson)"
"Southall,  Mitchell  B.","IN SILENT NIGHT"
"Gannon,  James ""Kim""","I'LL BE HOME FOR CHRISTMAS"
"Herman,  Jerry","MAME:  WE NEED A LITTLE CHRISTMAS (ARR. Kerr)"
"Hill,  Warren","JOY TO THE WORLD (ARR. Holland)"
"Hill,  Warren","WHO COULD IMAGINE A KING? (ARR. Holland)"
"Ruzicka,  Peter","NACHTSTUCK"
"Balissat,  Jean","KALEIDOSCOPE"
"Webern,  Anton  von","LANGSAMER SATZ"
"Dutilleux,  Henri","SHADOWS OF TIME, THE"
"Hartmann,  Karl  Amadeus","MISERAE"
"Rachmaninoff,  Sergei","POLKA ITALIENNE"
"Ravel,  Maurice","FIVE GREEK POPULAR MELODIES"
"Genzmer,  Harald","TRIO, FLUTE, VIOLA, HARP"
"Sibelius,  Jean","HUMORESQUE I, D MINOR, OP. 87, NO. 1"
"Sibelius,  Jean","HUMORESQUE VI, OP. 89, NO. 4"
"Sibelius,  Jean","HUMORESQUE V, OP. 89, NO. 3"
"Sibelius,  Jean","HUMORESQUE IV, OP. 89, NO. 2"
"Sibelius,  Jean","HUMORESQUE III, OP. 89, NO. 1"
"Sibelius,  Jean","HUMORESQUE II, D MAJOR, OP. 87, NO. 2"
"Farrenc,  Jeanne-Louise","SEXTET, C MINOR, OP. 40"
"Thomson,  Virgil","SUITE, OBOE, CLARINET, VIOLA"
"Beethoven,  Ludwig  van","QUINTET, PIANO, STRINGS, E-FLAT MAJOR, OP.16"
"Rachmaninoff,  Sergei","SONATA, CELLO, OP. 19"
"Dun,  Tan","PIECES (8) IN HUNAN ACCENT, OP. 1"
"Sousa,  John  Philip","STARS AND STRIPES FOREVER (ARR. Lang)"
"Turrin,  Joseph","HEMISPHERES"
"Turrin,  Joseph","FANDANGO"
"Dittersdorf,  Karl  Von","SINFONIA CONCERTANTE FOR BASS AND VIOLA"
"Adams,  John","ON THE TRANSMIGRATION OF SOULS"
"Copland,  Aaron","APPALACHIAN SPRING: VARIATIONS ON A SHAKER MELODY"
"Purcell,  Henry","FUNERAL MUSIC FOR QUEEN MARY"
"Walton,  William","QUARTET, PIANO"
"Bristow,  George  Frederick","QUARTET, STRING, OP. 2"
"Tsintsadze,  Sulkhan  Fyodorovich","CHONGURI"
"Richman,  Lucas","HANUKKAH FESTIVAL OVERTURE"
"Richman,  Lucas","REINDEER VARIATIONS"
"Marks,  Johnny","RUDOLPH, THE RED-NOSED REINDEER (SING ALONG)"
"Traditional,","CAROL: WE WISH YOU A MERRY CHRISTMAS"
"Schulhoff,  Erwin","DUO FOR VIOLIN AND CELLO"
"Fruehling,  Carl","TRIO, CLARINET, CELLO, PIANO, OP. 40"
"Shchedrin,  Rodion","ENCHANTED WANDERER, THE"
"Bach,  Johann  Sebastian","CHRISTMAS ORATORIO: CHORALE, ""JAUCHZET, FROHLOCKET!""  (ARR. FOR BRASS QUINTET AND TIMPANI)"
"Vivaldi-Bach,","CONCERTO IN D MAJOR, BWV 972 (BRASS) (ARR. Hofs [Höfs])"
"Albinoni,  Tomaso","SUITE IN A MAJOR"
"Bach,  Johann  Sebastian","TOCCATA & FUGUE, D MINOR, BWV 565 (BRASS) (ARR. Crespo)"
"Shostakovich,  Dmitri","FESTIVE OVERTURE, OP.96 (BRASS) (ARR. Lawrence)"
"Davis,  Katherine","Onorati, Henry / Simeone / LITTLE DRUMMER BOY, THE (FOR BRASS) (ARR. Crespo)"
"Traditional,","JOY TO THE WORLD (BRASS) (ARR. Elkjer)"
"Traditional,","CAROL: O CHRISTMAS TREE (BRASS) (ARR. Elkjer)"
"Traditional,","CAROL: GOD REST YE MERRY GENTLEMEN (BRASS) (ARR. Elkjer)"
"Praetorius,  Michael","LO, HOW A ROSE E'ER BLOOMING (BRASS) (ARR. Elkjer)"
"Traditional,","CAROL: WE WISH YOU A MERRY CHRISTMAS (BRASS) (ARR. Elkjer)"
"Crespo,  Enrique","SPIRITUAL RHAPSODY (BRASS)"
"Traditional,","I'M LIVING ON THE MOUNTAIN (BRASS) (ARR. Himes)"
"Crespo,  Enrique","HOMMAGE TO LOUIS ARMSTRONG:  CORNETS CHOP SUEY (BRASS)"
"Berlin,  Irving","WHITE CHRISTMAS (BRASS) (ARR. Crespo)"
"Rollins,  Walter  E.","Nelson, Steve / FROSTY THE SNOWMAN (BRASS) (ARR. Crespo)"
"Pierpont,  James  Lord","JINGLE BELLS (BRASS) (ARR. Crespo)"
"Bolcom,  William","RAGOMANIA"
"Grieg,  Edvard","LYRIC PIECES (V), OP. 54"
"Jongen,  Joseph","CONCERT A CINQ, OP. 71"
"Elgar,  Sir  Edward","POMP AND CIRCUMSTANCE NO. 4 IN G MAJOR, OP. 39"
"Coldplay,","POLITIK"
"Ruders,  Poul","LISTENING EARTH"
"Sheng,  Bright","MOVEMENTS, FOUR, PIANO TRIO"
"Sheng,  Bright","QUARTET, STRING, NO. 3"
"Sheng,  Bright","STREAM FLOWS, THE"
"Sheng,  Bright","POEMS, TWO, FROM THE SUNG DYNASTY"
"Sheng,  Bright","SONG AND DANCE OF TEARS"
"Traditional,","BLUE LITTLE FLOWER (CHINA)"
"Harbison,  John","MOST OFTEN USED CHORDS, THE"
"Piston,  Walter","QUINTET, FLUTE, STRINGS"
"Chopin,  Frédéric","TRIO, PIANO, VIOLIN, CELLO, OP. 8"
"Bernstein,  Leonard","SLAVA! (A POLITICAL OVERTURE)"
"Dutilleux,  Henri","TIMBRES, ESPACE, MOUVEMENT"
"Prokofiev,  Sergei","OVERTURE ON HEBREW THEMES, OP. 34 (CHAMBER VERSION)"
"Prokofiev,  Sergei","SONATA, CELLO, OP. 119"
"Prokofiev,  Sergei","PRELUDE, OP. 12, NO. 7, C MAJOR"
"Shostakovich,  Dmitri","SONATA, VIOLA, OP. 147"
"Prokofiev,  Sergei","RUSSIAN OVERTURE, OP. 72"
"Brahms,  Johannes","SONATA, VIOLA AND PIANO, E-FLAT MAJOR, OP. 120, NO. 2"
"Ravel,  Maurice","CHANSONS MADECASSES"
"Ravel,  Maurice","SONATINE"
"Ravel,  Maurice","L'ISLE JOYEUSE"
"Chausson,  Ernest","CHANSON PERPETUELLE, OP. 37"
"Chopin,  Frédéric","SONATA, CELLO AND PIANO, OP. 65"
"Rodriguez,  Jasmin","GROWING ORCHESTRA TREE, THE"
"James,  Dijon","GROWING ORCHESTRA TREE, THE"
"Vega,  Arianna","GROWING ORCHESTRA TREE, THE"
"Paulino,  Carlos","GROWING ORCHESTRA TREE, THE"
"Vitrago,  Roger","GROWING ORCHESTRA TREE, THE"
"Manon [Mañon],  Cesar","GROWING ORCHESTRA TREE, THE"
"Diaz,  Stanly","GROWING ORCHESTRA TREE, THE"
"Gomez,  Cynthia","GROWING ORCHESTRA TREE, THE"
"Leger,  Anabel","GROWING ORCHESTRA TREE, THE"
"Diaz,  Luis","GROWING ORCHESTRA TREE, THE"
"Previn,  Sir  André","CONCERTO, VIOLIN"
"Foss,  Lukas","CONCERTINO, ""PASSACAGLIA, BACHANALIA, PASSACAGLIA"""
