1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,2
4,2
4,2
4,2
4,2
4,2
4,2
5,4
5,4
5,4
5,4
5,4
5,4
5,4
6,5
6,5
6,5
6,5
6,5
6,5
6,5
7,6
7,6
7,6
7,6
7,6
7,6
7,6
8,7
8,7
8,7
8,7
8,7
8,7
8,7
9,8
9,8
9,8
10,9
10,9
10,9
11,10
11,10
11,10
12,11
12,11
12,11
13,4945
13,4945
13,4945
14,13
14,13
14,13
15,14
15,14
15,14
16,15
16,15
16,15
16,15
16,15
16,15
16,15
16,15
16,15
16,15
16,15
16,15
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
18,16
18,16
18,16
18,16
18,16
18,16
18,16
18,16
18,16
18,16
18,16
18,16
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
19,17
20,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
20,18
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
21,19
22,11
22,11
22,11
22,11
22,11
22,11
22,11
22,11
22,11
22,11
22,11
22,11
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
23,20
24,21
24,21
24,21
24,21
24,21
24,21
24,21
24,21
24,21
24,21
24,21
24,21
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
25,22
26,23
26,23
26,23
26,23
26,23
26,23
26,23
26,23
26,23
26,23
26,23
26,23
27,24
27,24
27,24
27,24
27,24
27,24
27,24
27,24
28,25
28,25
28,25
28,25
28,25
28,25
28,25
28,25
29,26
29,26
29,26
29,26
29,26
29,26
29,26
29,26
30,27
30,27
30,27
30,27
30,27
30,27
30,27
30,27
31,28
31,28
31,28
31,28
31,28
31,28
31,28
31,28
32,29
32,29
32,29
32,29
32,29
32,29
32,29
32,29
33,30
34,31
35,21
36,32
37,29
37,29
37,29
37,29
37,29
37,29
37,29
37,29
37,29
37,29
37,29
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
40,34
40,34
40,34
40,34
40,34
40,34
40,34
40,34
40,34
40,34
41,35
41,35
41,35
41,35
41,35
41,35
41,35
41,35
41,35
41,35
42,36
42,36
42,36
42,36
42,36
42,36
42,36
42,36
42,36
42,36
43,9881
43,9881
43,9881
43,9881
43,9881
43,9881
43,9881
43,9881
43,9881
43,9881
44,38
44,38
44,38
44,38
44,38
44,38
44,38
44,38
44,38
44,38
45,39
45,39
45,39
46,40
46,40
46,40
47,41
47,41
47,41
48,42
48,42
48,42
49,43
49,43
49,43
50,1
50,1
51,44
51,44
52,26
52,26
53,45
53,45
54,46
54,46
55,47
55,47
56,48
56,48
57,49
57,49
58,50
58,50
59,51
59,51
60,52
60,52
61,53
61,53
61,53
61,53
61,53
62,14
62,14
62,14
62,14
62,14
63,54
63,54
63,54
63,54
63,54
64,55
64,55
64,55
64,55
64,55
65,56
65,56
65,56
65,56
65,56
66,5
