1,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
3,18
2,19
4,20
5,21
6,22
7,23
8,24
9,25
10,26
11,27
12,28
13,29
14,20
15,30
16,31
17,32
18,33
19,32
20,34
2,35
21,36
2,20
2,37
21,38
5,11
22,39
23,40
24,41
3,42
25,43
26,44
7,45
27,45
28,46
29,47
2,48
30,49
31,50
32,51
33,52
34,53
35,16
36,16
37,16
28,16
27,16
38,16
39,16
9,16
18,16
40,16
41,16
25,16
2,54
42,55
2,56
43,57
44,58
45,59
46,60
35,61
47,62
48,63
49,64
41,65
50,32
51,66
2,67
2,68
52,69
46,70
53,71
54,72
2,73
55,74
2,75
38,76
23,77
56,18
57,78
58,20
59,79
60,80
61,65
62,81
63,82
58,83
3,20
64,84
65,85
29,86
45,87
50,88
66,32
67,89
38,90
68,91
69,92
70,93
8,16
71,47
72,94
73,95
74,96
13,91
14,97
75,98
76,99
77,16
16,16
78,16
79,66
80,100
81,24
82,91
83,101
84,102
85,103
86,57
87,57
88,104
89,52
90,105
91,106
92,101
93,16
94,107
95,16
96,108
97,11
98,109
99,110
100,66
101,11
2,111
102,66
103,112
104,55
105,32
30,113
68,114
106,101
107,115
108,18
50,57
21,116
2,117
109,118
110,119
111,120
112,121
37,122
26,123
113,124
108,125
114,126
115,127
103,128
24,129
21,130
116,131
20,132
20,133
25,134
7,135
54,136
117,137
32,125
2,138
2,139
118,140
119,65
38,141
19,142
120,143
26,144
121,66
122,145
123,125
124,146
125,20
126,147
127,20
128,148
129,149
130,150
131,20
132,20
133,20
134,20
135,151
136,20
137,20
124,152
138,153
139,154
140,155
141,156
142,20
143,157
144,158
144,159
2,160
145,161
146,162
103,163
2,164
147,165
148,166
29,167
149,52
150,168
151,66
61,169
17,16
152,170
153,171
91,172
94,173
84,24
82,174
81,20
81,175
154,16
155,176
156,66
157,177
158,178
159,179
160,180
161,16
162,181
163,120
164,182
165,183
166,184
167,125
168,185
169,32
170,57
15,186
171,94
172,187
173,107
174,57
175,66
176,188
12,32
177,176
178,57
179,189
180,32
181,190
182,191
183,192
184,193
185,194
186,195
187,196
188,65
106,105
189,197
57,198
190,199
191,194
192,87
2,200
2,201
2,202
193,203
103,137
194,204
195,205
25,206
196,87
24,207
20,208
20,20
2,209
197,210
69,211
114,168
2,212
5,213
24,214
42,215
198,87
199,216
2,61
200,217
21,218
18,219
39,220
26,221
22,222
43,223
32,224
20,225
27,226
201,227
133,228
134,229
131,230
202,227
203,231
204,232
205,233
206,234
207,235
208,236
138,237
30,238
2,239
209,240
2,241
24,242
2,243
210,244
31,245
211,246
2,247
212,248
35,249
68,123
213,132
39,120
214,137
215,250
29,251
48,252
216,253
217,254
117,255
40,18
212,256
2,257
218,258
2,259
219,260
220,261
54,262
100,77
2,263
2,264
221,265
222,266
223,267
211,66
115,268
224,16
43,16
225,16
226,269
227,270
228,16
228,77
229,271
91,77
90,272
88,16
94,32
17,273
9,274
38,275
230,77
7,276
28,277
26,18
184,278
231,94
29,279
232,280
233,16
234,281
227,16
97,282
235,283
68,284
2,285
218,286
236,287
237,288
56,289
21,290
238,291
239,292
21,293
240,294
241,295
2,296
200,297
242,298
243,299
244,300
153,16
245,301
234,302
246,303
247,304
248,305
242,306
233,307
238,308
2,309
249,310
250,311
14,18
251,16
252,16
154,91
155,312
156,313
253,180
158,255
157,314
254,315
255,316
160,317
256,318
257,319
162,16
161,320
258,321
169,322
10,323
259,324
12,325
203,326
208,327
124,328
260,329
261,330
262,331
263,332
130,333
264,334
265,335
144,336
2,337
2,338
221,339
100,340
28,341
266,342
21,343
267,344
268,345
268,346
269,347
270,348
270,349
271,350
272,351
273,352
274,353
275,354
276,351
277,351
278,355
279,356
278,357
280,358
281,359
282,348
283,360
284,103
285,351
285,361
286,351
286,362
287,363
287,364
2,55
24,365
288,366
2,367
265,368
289,369
290,370
291,371
292,372
293,373
293,374
294,375
295,376
296,377
297,378
298,379
299,380
300,381
301,382
124,383
202,384
302,385
303,386
304,387
305,388
208,389
306,390
307,391
308,392
309,393
310,393
266,16
115,16
103,16
20,394
311,395
169,396
312,186
312,397
162,180
161,398
313,399
159,400
314,401
157,402
315,403
39,404
94,405
88,77
95,268
246,406
208,407
212,408
225,409
316,410
316,411
317,55
318,55
319,412
319,413
320,221
321,414
322,415
323,416
6,417
324,279
325,418
2,419
326,420
327,77
328,421
327,422
329,423
330,424
169,425
183,426
41,427
