"","workTitle"
"493368","CALLE, LA, 92 (ARR. Desyatnikov)"
"493389","MILONGA SIN PALABRAS (ARR. Desyatnikov)"
"493410","RIO SENA (ARR. Desyatnikov)"
"493457","AS IT FELL UPON A DAY"
"493473","PIANO BLUES, FOUR"
"493489","NIGHT THOUGHTS (HOMAGE TO IVES)"
"493505","OLD AMERICAN SONGS (VOICE AND PIANO)"
"493679","HEAR YE, HEAR YE, SUITE (ARR. Thakar)"
"493680","DANCE PANELS, BALLET IN SEVEN SECTIONS"
"493689","QUARTET, PIANO"
"493693","SONATA, PIANO"
"493713","PIANO VARIATIONS"
"493718","PIANO FANTASY"
"493723","VITEBSK"
"493748","QUARTET"
"493828","MOTETS, FOUR"
"493846","LARK"
"493864","AN IMMORALITY"
"493882","WHAT DO WE PLANT?"
"493918","OLD AMERICAN SONGS (CHORUS + PIANO) (ARR. Fine and Wilding-White)"
"494032","AGACHADAS"
"494043","YOUNGER GENERATION"
"494200","THRENODIES, FLUTE, STRING TRIO"
"494228","DUO, FLUTE, PIANO"
"494256","PIECES, TWO, VIOLIN, PIANO"
"494266","MOVEMENT, STRING QUARTET"
"494276","PIECES, TWO, STRING QUARTET"
"494286","SONATA, VIOLIN/PIANO NO. 18, G MAJOR, K.301"
"494471","EGMONT, OP.84: OVERTURE (ARR. FOR BRASS) (ARR. Frackenpohl)"
"494783","QUINTET, PIANO, F MINOR, OP. 34:  FINALE, ARR. FOR BRASS"
"494939","CANTATA NO. 147:  CHORALE, ""JESU, JOY OF MAN'S DESIRING"" (ARR. BRASS) (ARR. Unspecified)"
"495407","Wells, Robert / THE CHRISTMAS SONG (ARR. FOR BRASS)"
"495719","CANADIAN BRASS DECTET"
"495875","TRIBUTE TO DUKE ELLINGTON (ARR. Henderson)"
"496031","HANUKKAH SONGS, THREE"
"496187","TRIBUTE TO THE SALVATION ARMY (ARR. Henderson)"
"496343","CHRISTMAS A LA KENTON (BRASS)"
"496518","SING UNTO THE LORD A NEW SONG"
"496537","SPIRITUAL: CHILDREN, GO WHERE I SEND THEE (ARR. Morris)"
"496556","SPIRITUAL: MARY WAS THE QUEEN OF GALILEE (ARR. Whalum)"
"496575","SPIRITUAL: I CAN TELL THE WORLD (ARR. Hogan)"
"496613","GERSHWIN MEDLEY (ARR. Sadin)"
"496746","I WILL GIVE YOU ALL THE PRAISE"
"496765","OH HOW PRECIOUS"
"496784","SPIRITUAL: AMAZING GRACE (ARR. Sebesky)"
"496841","ALL RISE"
"496868","GIRL CRAZY: EMBRACEABLE YOU (ARR. TRUMPET AND PIANO) (ARR. Breiner and Bartos)"
"496969","GESUNGENE ZEIT [TIME CHANT]"
"496975","CONCERTO, VIOLIN, NO. 2 [METAMORPHOSEN]"
"496995","HESPERIDES OVERTURE"
"497106","TRIO, PIANO, OP. 120"
"497252","WHAT GOOD WOULD THE MOON BE"
"497294","LOVE SUNG"
"497336","THE RIGHT GUY FOR ME"
"497378","MR. RIGHT"
"497420","I'M A STRANGER HERE MYSELF"
"497504","THAT'S HIM"
"497546","MY HEART IS SHOWING"
"497630","THE RIVER IS SO BLUE"
"497672","IS IT HIM OR IS IT ME"
"497714","STAY WELL"
"497756","LADY IN THE DARK"
"497798","THIS IS NOW"
"497966","JOHNNY JOHNSON"
"498050","FIVE SONGS, HUCKLEBERRY FINN"
"500780","QUIET PLACE, SUITE (ARR. Ramin)"
"500893","TRIO SONATA, OBOE, VIOLA, CONTINUO, C MAJOR, BWV 529"
"500910","QUARTET, PIANO AND STRINGS, B MINOR, OP. 3"
"501212","SONGS FOR STRING QUARTET (ARR. Miller)"
"501272","CRISTAL (TANGO) (ARR. Thomas-Mifune)"
"501312","QUINTET, PIANO"
"501352","SWEENEY TODD (ARR. Tunick)"
"501394","UFO FOR SOLO PERCUSSION AND ORCHESTRA"
"501396","CONCERT PIECE, SNARE DRUM"
"501442","BONGO-O"
"501448","OGOUN BADAGRIS"
"501520","CONCERTO, TRUMPET, OP. 64"
"501529","MUSIC OF HOPE (ORCH.) (ARR. Galante)"
"501530","RUSHING WINGS OF DAWN, THE (ARR. Galante)"
"501531","WATCH HILL (ARR. Galante)"
"501532","MOONLIGHT ON THE SEA (ORCH.) (ARR. Galante)"
"501759","SELECTIONS  (BRASS QUINTET)"
"502144","GAYANE: SABRE DANCE (BRASS ENSEMBLE) (ARR. Holcombe)"
"502244","VADO MA DOVE, K.583"
"502289","WEST SIDE STORY SUITE, BRASS CHOIR (ARR. Turrin)"
"502291","B.B. WOLF"
"502293","TRIO, VLN/VC/PNO, NO. 2, C MINOR, OP. 66"
"502296","DENN ER HAT SEINEN ENGELN BEFOHLEN UBER DIR"
"502308","LAUDATE PUERI, OP. 39, NO. 2"
"502332","SURREXIT PASTOR BONUS"
"502620","QUINTET, STRINGS NO. 2, B-FLAT MAJOR, OP.87"
"502688","ORKNEY WEDDING, WITH SUNRISE, AN"
"502744","QUINTET, PIANO, NO. 2, C MINOR, OP. 115"
"502765","RED SILK DANCE, CAPRICCIO FOR PIANO AND ORCHESTRA"
"502797","SEXTET, OP. 271"
"502839","RING WITHOUT WORDS (ARR. Maazel)"
"502857","QUARTET, PIANO AND STRINGS, OP. 67"
"503011","CONCERTO, CELLOS (2), G MINOR, RV 531"
"503029","QUINTET, FLUTE, VIOLIN, 2 VIOLAS, CELLO, OP. 51, NO. 3, A MAJOR"
"503040","TRIO, OBOE, BASSOON, PIANO"
"503062","TRIO, PIANO AND STRINGS, NO. 2, E-FLAT MAJOR, D.929"
"503406","SOLOMON: ENTRANCE OF THE QUEEN OF SHEBA (ARR. Allen)"
"503718","VESPERS, OP. 37 (FOR BRASS) (ARR. Borsvold)"
"503874","SNOW IN HOLLYWOOD (BRASS)"
"504030","EURO CHRISTMAS (BRASS)"
"504186","NEW WORLD A'COMING (BRASS) (ARR. Henderson)"
"504498","CAROL: O COME, O COME EMMANUEL (ARR. Berry)"
"504810","CAROL: A LA MEDIA NOCHE (ARR. Berry)"
"504966","CHRISTMAS IN NEW YORK"
"505122","CAROL: FUM, FUM, FUM (ARR. Berry)"
"505305","JEDERMANN, SIX MONOLOGUES FROM"
"505601","DIVERSIONS"
"505854","BLUE AS THE TURQUOISE NIGHT OF NEYSHABUR (ARR. Prutsman)"
"505868","CONCERTO, CELLO, NO. 2 (THROUGH THE ANCIENT VALLEY)"
"506084","INTRODUCTION AND POLONAISE BRILLANTE, OP. 3"
"506090","CONCERTO, CELLO, E MINOR, OP. 85 (ARR. CELLO + PIANO) (ARR. Unspecified)"
"506301","VOICES OF LIGHT"
"506412","OMAGGIO A BELLINI"
"506478","WESENDONCK LIEDER, WWV 91 (ARR. Henze)"
"506507","COMPLINE"
"506621","CONCERTO, FLUTE, HARP, ORCHESTRA"
"506705","NEW YORK JAZZICAL (ARR. Myers)"
"506807","MINIATURES, FIVE, FOR FOUR HORNS"
"506826","TERTACOR"
"506864","POPULAR MUSIC SELECTIONS"
"507027","TRIO, 2 FLUTES, CELLO, C MAJOR H.IV: 1"
"507028","SERENADE FOR FLUTE AND STRING TRIO"
"507038","WEST SIDE STORY, SUITE FOR VIOLIN AND ORCHESTRA (ARR. Brohn)"
"507059","ON THE TOWN: LONELY TOWN (ARR. Brohn)"
"507066","CANDIDE, MAKE OUR GARDEN GROW (VIOLIN + ORCH.) (ARR. Corigliano)"
"507073","ON THE TOWN: NEW YORK, NEW YORK (VIOLIN AND ORCHESTRA) (ARR. Brohn)"
"507444","BEGUINE"
"507472","FUNERAL MARCH OF A MARIONETTE (BRASS) (ARR. Unspecified)"
"507500","TEDDY BEARS' PICNIC"
"507686","SERENADE, OP. 31"
"507709","QUARTET, STRING, OP.  59, NO. 2, E MINOR"
"507721","AU PAYS OU SE FAIT LA GUERRE"
"507729","TESTAMENT"
"507845","DUO, VIOLIN/VIOLA, G MAJOR, K.423"
"507887","ECHO TEMPO, CONCERTO, SOPRANO AND PERCUSSION"
"508112","QUARTET, STRING, OP.  95, F MAJOR (SERIOSO)"
"508184","COLONIAL VARIANCES"
"508204","RODEO (ARR. STRING QUINTET) (ARR. Unspecified)"
"508227","SYMPHONY NO. 30, D MAJOR, K.186B (OLD K.202)"
"508273","TRIO, FLUTE, CELLO, PIANO"
"508447","NUTCRACKER SUITE (ARR. Strayhorn)"
"509395","BLOOD ON THE FIELDS"
"509407","CAROL: O COME, O COME EMMANUEL (ARR. Shaw/Parker)"
"509453","I WONDER AS I WANDER (ARR. Joubert)"
"509476","CAROL: BEHOLD THE STAR (ARR. Dawson)"
"509522","IN SILENT NIGHT"
"509752","I'LL BE HOME FOR CHRISTMAS"
"509775","MAME:  WE NEED A LITTLE CHRISTMAS (ARR. Kerr)"
"509890","JOY TO THE WORLD (ARR. Holland)"
"509959","WHO COULD IMAGINE A KING? (ARR. Holland)"
"510085","NACHTSTUCK"
"510137","LANGSAMER SATZ"
"510386","SHADOWS OF TIME, THE"
"510408","MISERAE"
"510510","POLKA ITALIENNE"
"510546","FIVE GREEK POPULAR MELODIES"
"510783","TRIO, FLUTE, VIOLA, HARP"
"510880","HUMORESQUE I, D MINOR, OP. 87, NO. 1"
"510886","HUMORESQUE VI, OP. 89, NO. 4"
"510892","HUMORESQUE V, OP. 89, NO. 3"
"510898","HUMORESQUE IV, OP. 89, NO. 2"
"510904","HUMORESQUE III, OP. 89, NO. 1"
"510910","HUMORESQUE II, D MAJOR, OP. 87, NO. 2"
"511078","SEXTET, C MINOR, OP. 40"
"511091","SUITE, OBOE, CLARINET, VIOLA"
"511117","QUINTET, PIANO, STRINGS, E-FLAT MAJOR, OP.16"
"511130","SONATA, CELLO, OP. 19"
"511136","PIECES (8) IN HUNAN ACCENT, OP. 1"
"511148","STARS AND STRIPES FOREVER (ARR. Lang)"
"511232","HEMISPHERES"
"511556","SINFONIA CONCERTANTE FOR BASS AND VIOLA"
"511749","ON THE TRANSMIGRATION OF SOULS"
"512155","APPALACHIAN SPRING: VARIATIONS ON A SHAKER MELODY"
"512312","FUNERAL MUSIC FOR QUEEN MARY"
"512447","QUARTET, STRING, OP. 2"
"512516","CHONGURI"
"512542","HANUKKAH FESTIVAL OVERTURE"
"512546","REINDEER VARIATIONS"
"512550","RUDOLPH, THE RED-NOSED REINDEER (SING ALONG)"
"512558","CAROL: WE WISH YOU A MERRY CHRISTMAS"
"512577","DUO FOR VIOLIN AND CELLO"
"512592","TRIO, CLARINET, CELLO, PIANO, OP. 40"
"512679","ENCHANTED WANDERER, THE"
"512757","CHRISTMAS ORATORIO: CHORALE, ""JAUCHZET, FROHLOCKET!""  (ARR. FOR BRASS QUINTET AND TIMPANI)"
"513008","CONCERTO IN D MAJOR, BWV 972 (BRASS) (ARR. Hofs [Höfs])"
"513259","SUITE IN A MAJOR"
"513510","TOCCATA & FUGUE, D MINOR, BWV 565 (BRASS) (ARR. Crespo)"
"513761","FESTIVE OVERTURE, OP.96 (BRASS) (ARR. Lawrence)"
"514263","Onorati, Henry / Simeone / LITTLE DRUMMER BOY, THE (FOR BRASS) (ARR. Crespo)"
"514765","JOY TO THE WORLD (BRASS) (ARR. Elkjer)"
"515016","CAROL: O CHRISTMAS TREE (BRASS) (ARR. Elkjer)"
"515267","CAROL: GOD REST YE MERRY GENTLEMEN (BRASS) (ARR. Elkjer)"
"515518","LO, HOW A ROSE E'ER BLOOMING (BRASS) (ARR. Elkjer)"
"515769","CAROL: WE WISH YOU A MERRY CHRISTMAS (BRASS) (ARR. Elkjer)"
"516020","SPIRITUAL RHAPSODY (BRASS)"
"516271","I'M LIVING ON THE MOUNTAIN (BRASS) (ARR. Himes)"
"516773","HOMMAGE TO LOUIS ARMSTRONG:  CORNETS CHOP SUEY (BRASS)"
"517024","WHITE CHRISTMAS (BRASS) (ARR. Crespo)"
"517275","Nelson, Steve / FROSTY THE SNOWMAN (BRASS) (ARR. Crespo)"
"517526","JINGLE BELLS (BRASS) (ARR. Crespo)"
"518283","RAGOMANIA"
"518287","LYRIC PIECES (V), OP. 54"
"518364","CONCERT A CINQ, OP. 71"
"518895","POMP AND CIRCUMSTANCE NO. 4 IN G MAJOR, OP. 39"
"519018","POLITIK"
"519021","LISTENING EARTH"
"519035","MOVEMENTS, FOUR, PIANO TRIO"
"519059","QUARTET, STRING, NO. 3"
"519107","STREAM FLOWS, THE"
"519131","POEMS, TWO, FROM THE SUNG DYNASTY"
"519173","SONG AND DANCE OF TEARS"
"519251","BLUE LITTLE FLOWER (CHINA)"
"519293","MOST OFTEN USED CHORDS, THE"
"519309","QUINTET, FLUTE, STRINGS"
"519326","TRIO, PIANO, VIOLIN, CELLO, OP. 8"
"519396","SLAVA! (A POLITICAL OVERTURE)"
"519399","TIMBRES, ESPACE, MOUVEMENT"
"519411","OVERTURE ON HEBREW THEMES, OP. 34 (CHAMBER VERSION)"
"519422","SONATA, CELLO, OP. 119"
"519465","PRELUDE, OP. 12, NO. 7, C MAJOR"
"519645","SONATA, VIOLA, OP. 147"
"519681","RUSSIAN OVERTURE, OP. 72"
"519783","SONATA, VIOLA AND PIANO, E-FLAT MAJOR, OP. 120, NO. 2"
"519852","CHANSONS MADECASSES"
"519875","SONATINE"
"519898","L'ISLE JOYEUSE"
"519921","CHANSON PERPETUELLE, OP. 37"
"519944","SONATA, CELLO AND PIANO, OP. 65"
"520114","GROWING ORCHESTRA TREE, THE"
"520239","CONCERTINO, ""PASSACAGLIA, BACHANALIA, PASSACAGLIA"""
"520382","TAFELMUSIK, PART I, NO. 2: QUARTET, G MAJOR, TWV 43:G2"
"520439","QUARTET, CLARINET, STRINGS"
"520458","SEXTET, E-FLAT MAJOR"
"520479","CONCERTO FOR TWO"
"520499","CEREMONIAL"
"520545","CHATEAU DE L'AME"
"520657","SONATE EN CONCERT"
"520663","SUITE, FLUTE, PIANO, OP. 34"
"520669","FANTASIE ON THEMES OF WEBER'S DER FREISCHUTZ"
"520676","SYMPHONY NO. 4 (ADAGIO)"
"520725","SIMPLE SONGS"
"520771","NEW YORK, NEW YORK (ORCH) (ARR. Broughton)"
"520773","CONCERTO, VIOLIN, D MINOR, RV 565 (CELLO ENSEMBLE) (ARR. Varga)"
"520793","SUITE, CELLO, NO. 6: SARABANDE (FOR CELLO ENSEMBLE) (ARR. HAMPTON) (ARR. Hampton)"
"520813","PRELUDES, BOOK I, NO. 08: THE GIRL WITH THE FLAXEN HAIR (ARR. CELLO) (ARR. Varga)"
"520833","PRELUDE, NO. 2, CELLO ENSEMBLE (ARR. Cummins)"
"521437","LA PASION SEGUN SAN MARCOS:  QUISIERA YO RENEGAR"
"521449","BACHIANAS BRASILEIRAS NO. 4"
"521452","MODINHA (ARR. Ogerman)"
"523023","SONATA PRAECLASSICA, OP. 142"
"523413","DANCES, THREE AMERICAN, FOR BRASS OCTET"
"523608","MUSIC MAN, THE:  SEVENTY-SIX TROMBONES (ARR. Pederson)"
"523803","MEDLEY: MUSIC FOR SHEA (BRASS) (ARR. Frackenpohl)"
"524767","SUMMER LIGHTNING"
"524834","SONATA, VIOLIN/PIANO NO. 32, B-FLAT MAJOR, K.454"
"524989","SARAH LA BAIGNEUSE, OP. 11"
"524993","TRISTIA, OP. 18"
"525001","HERMINIE"
"525103","VINO, VINO"
"525159","TRIO, PIANO, NO. 1, D MAJOR, OP. 35"
"525303","RUDOLPH, THE RED-NOSED REINDEER (ARR. Polyhar)"
"525585","SERENADE, STRINGS (ARR. Myers)"
"525693","CANZONA NO. 5 (BRASS) (ARR. Mills)"
"525909","SYMPHONY NO. 5, OP. 42/1: TOCCATA (BRASS) (ARR. Richard)"
"526017","CAROL: MEDLEY OF CHRISTMAS CAROLS (UNSPECIFIED) (ARR. Henderson)"
"526449","BIG FAT BRASS"
"526617","QUICK BLAST, A"
"526644","RED VIOLIN, THE: EXCERPT [UNSPECIFIED] (ARR. Bell)"
"526688","NOCTURNE ,VIOLIN ""SUR LE MEME ACCORD"""
"526748","COSI DUNQUE TRADISCI K.421A (OLD K.432)"
"526753","PER QUESTA BELLA MANO, K.612"
"526758","ALCANDRO, LO CONFESSO, K.512"
"526763","RIVOLGETE A LUI LO SGUARDO, K.584"
"526895","PROMENADE OVERTURE"
"526899","PICTURES AT AN EXHIBITION (ARR. Cailliet)"
"526901","PICTURES AT AN EXHIBITION (ARR. Leonard)"
"526917","OLYMPIC FANFARE AND THEME"
"526921","CLOSE ENCOUNTERS OF THE THIRD KIND:  SELECTIONS"
"526925","JFK:  SUITE"
"526929","HARRY POTTER:  SUITE"
"526937","MEDLEY: TRIBUTE TO THE FILM COMPOSER (ARR. Williams)"
"526941","FAR AND AWAY"
"526961","ESCAPADES"
"526965","SCHINDLER'S LIST"
"526969","E.T. THE EXTRA-TERRESTRIAL"
"526973","FOR NEW YORK"
"526981","MISSION, THE (NBC NEWS THEME)"
"527151","TROPICAL JAM"
"527163","PIED PIPER FANTASY"
"527280","VARIATIONS ON BEI MAENNERN, WELCHE LIEBE FUEHLEN, FROM MAGIC FLUTE"
"527286","SONGS AND DANCES, OP. 84"
"527292","VARIATIONS ON ""DAL TUO STELLATO SOGLIO"" FROM ROSSINI'S ""MOSES"""
"527330","PRELUDE AND DIRGE"
"527350","TRIO, CLARINET, CELLO, PIANO, OP. 11"
"527362","SONATA, FLUTE, OBOE, CELLO, HARPSICHORD"
"527407","SONATA, VIOLIN, NO. 1, A MINOR, OP. 105"
"527416","SONATA, CELLO AND PIANO, NO. 1, E MINOR, OP. 38"
"527514","RAKASTAVA, OP. 14"
"527522","KAIUTAR, OP. 72, NO. 4 (ARR. Jalas)"
"527530","PA VERANDEN VID HAVET, OP. 38, NO. 2"
"527538","DEMANTEN PA MARSSNON, OP. 36, NO. 6 [VER B] (ARR. Hellman)"
"527743","QUINTET, FLUTE, VIOLIN, VIOLA, CELLO, HARP"
"527791","SUITE DANS LE GOUT ESPAGNOL"
"528253","COUNTRY BAND MARCH"
"528263","RAGTIME DANCES FOR SMALL ORCHESTRA, FOUR"
"528273","SCHERZO: OVER THE PAVEMENTS"
"528283","DOWN EAST (ARR. Adams)"
"528293","BILL BAILEY, WON'T YOU PLEASE COME HOME (ARR. Brohn)"
"528303","REAL AMERICAN FOLK SONG (ARR. Brohn)"
"528313","SERENITY (ARR. Adams)"
"528323","AFTER THE BALL (ARR. Brohn)"
"528333","AT THE RIVER (ARR. Adams)"
"528343","ALEXANDER'S RAGTIME BAND (ARR. Brohn)"
"528363","EASTER EVE 1945"
"528373","HARMONIUM"
"528865","THIRD CONSTRUCTION"
"528949","OSTINATO PIANISSIMO"
"528991","SUITE, VIOLIN, AMERICAN GAMELAN"
"529123","QUINTET, WOODWINDS"
"529183","FINAL NIGHTSHADE"
"529269","CONCIERTO DEL SUR"
"529272","CONCERTO, GUITAR AND SMALL ORCHESTRA"
"529940","WEST SIDE STORY, AMERICA  (ARR. Ramin)"
"532937","MEDLEY (BRASS) (ARR. Frackenpohl)"
"534287","COMEDIANS, THE: GALOP (BRASS) (ARR. Freeh)"
"534827","STARS AND STRIPES FOREVER (BRASS)"
"535160","SILENT WOODS (KLID), OP.68, NO.5"
"535162","PEZZO CAPRICCIOSO, OP.62"
"535225","GATHERING PARADISE"
"535480","PRESTO FOR PIANO, B FLAT MAJOR"
"535583","BARD, THE, OP. 64"
"535584","QUATRE INSTANTS"
"535603","COME YE THANKFUL PEOPLE, COME (ARR. Luck)"
"535627","THUNDER BEINGS"
"535651","OLD MACMAESTRO HAD A FARM (ARR. Russell)"
"535667","MAPLE LEAF RAG"
"535675","SPIRITUAL: DIDN'T IT RAIN? (ARR. Burleigh)"
"535683","OLD FOLKS AT HOME (ARR. Dvorak)"
"535723","SNOW COUNTRY"
"535787","RED GARUDA"
"535799","CONCERT ROMANESC"
"535831","PARTITA NO. 1, B MINOR, BWV 1002"
"535835","TRIPLE QUARTET, ORCHESTRA VERSION"
"535939","ANDROCLES AND THE LION"
"535958","JOY TO THE WORLD (BRASS) (ARR. DiLorenzo)"
"536143","LAUDATE DOMINUM (PSALM 117)"
"536513","LIEUTENANT KIJE, OP.60: SELECTIONS FOR BRASS (ARR. Rickard)"
"536698","CAROL: CAROL OF THE BELLS (BRASS) (ARR. Elkjer)"
"536883","SILENT NIGHT (BRASS) (ARR. Elkjer)"
"537068","CAROL: ANGELS WE HAVE HEARD ON HIGH (BRASS) (ARR. Elkjer)"
"537253","CAROL: HARK THE HERALD ANGELS SING (BRASS) (ARR. Elkjer)"
"537808","NUTCRACKER, THE: SELECTIONS (ARR. BRASS) (ARR. Dedrick)"
"537993","SAMSON AND DELILIAH: BACCHANALE (BRASS) (ARR. Rickard)"
"538363","PHAEDRA, OP. 93"
"538537","SCHERZOID"
"538558","LAMENT AND PRAYER"
"538623","SONGS, THREE, BASS AND VIOLIN"
"538714","VICTORS, THE (EXCERPTS) (ARR. Finlayson)"
"538724","CANTUS IN MEMORY OF BENJAMIN BRITTEN"
"538736","TAFELMUSIK, PART III, NO. 2: QUARTET, E MINOR"
"538812","QUINTET, PIANO/WINDS, C MINOR, OP. 52"
"538857","MONACO FANFARES, OP. 8"
"538870","MUSIC FOR CELLO AND ORCHESTRA, OP. 10"
"538896","GIVING TREE, THE, OP. 15"
"538909","EMPTY POT, THE,OP. 16"
"538922","IRISH VAPOURS AND CAPERS"
"538968","BAGATELLES, SIX, WOODWIND QUINTET"
"539010","TWO OTHER MOVEMENTS"
"539044","TRIO, PIANO, C MAJOR, H.XV.27"
"539246","ART OF THE FUGUE, THE: CONTRAPUNCTUS I, NO. 1 (ARR. Nodaira)"
"539250","ART OF THE FUGUE, THE: FUGUE IN THREE VOICES, NO. 14 (ARR. Nodaira)"
"539302","ROARING MOUNTAIN, THE"
"539306","QUARTETTO"
"539375","CHANSONS DE BILITIS"
"539458","SOUPIR"
"539542","SÉRÉNADE"
"539598","ON WENLOCK EDGE"
"539654","CANTICLE NO. 3, STILL FALLS THE RAIN, OP. 55"
"539682","ADAGIO AND ALLEGRO, OP. 70"
"539710","AUF DEM STROM, D.943"
"539738","20TH CENTURY FOX FANFARE"
"539748","CID, EL (ARR. Rosenbaum)"
"539758","SPARTACUS"
"539768","MODERN TIMES: SMILE (VIOLIN) (ARR. Williams)"
"539778","WUTHERING HEIGHTS:  CATHY'S THEME (ARR. Morley)"
"539788","NOW, VOYAGER, THEME FROM (ARR. Williams)"
"539798","ADVENTURES OF ROBIN HOOD, MARIAN AND ROBIN'S LOVE THEME FROM (ARR. Williams)"
"539828","MAGNIFICENT SEVEN, THE:  THEME"
"539838","MR. HOLLAND'S OPUS - AN AMERICAN SYMPHONY"
"539848","LAURA'S THEME"
"539858","PATTON:  MARCH"
"539868","OUT OF AFRICA, MAIN THEME FROM (ARR. Morley)"
"539898","SCENT OF A WOMAN, TANGO FROM (ARR. Williams)"
"539908","CINEMA PARADISO: LOVE THEME (ARR. Morley)"
"539918","FELLOWSHIP OF THE RING, SYMPHONIC SUITE"
"539938","CORO DI MORTI"
"540025","THRONE OF THE THIRD HEAVEN, THE"
"540040","HUNGARIAN RHAPSODY, OP. 68 (ARR. Schlegel)"
"540042","QUARTET, STRING, OP. 20, NO. 4, NO. 27, D MAJOR, H.III.34"
"540059","QUARTET, STRING, D MINOR, OP. 56"
"540394","NOON WITCH, OP.108"
"540400","MYSTERE DE L'INSTANT"
"540553","MEPHISTO WALTZ, NO. 2"
"540561","IMAGES, PIANO, BOOK I"
"540623","PENNY-WHISTLE SONG, THE"
"540663","IN THE MOOD"
"541152","SONATA (BRASS) (ARR. King)"
"541213","INTRADA (BRASS) (ARR. Singleton)"
"541274","WATER MUSIC SUITE (ARR. KING, FOR BRASS) (ARR. King)"
"541335","SEXTET, BRASS, E-FLAT MINOR, OP. 30"
"541457","AMERICA THE BEAUTIFUL (MATERNA) (ARR. Bulla)"
"541518","BUGLER'S HOLIDAY (BRASS) (ARR. Smith)"
"541579","GIRL CRAZY: I GOT RHYTHM (BRASS) (ARR. Bulla)"
"541861","CONFESSION OF ISOBEL GOWDIE, THE"
"541888","TRIO SONATA, G MAJOR, FLUTE, VIOLIN, CONTINUO, BWV 1039"
"541904","QUINTET, WINDS, NO. 3"
"541936","SONATA A QUATTRO NO. 6 IN D MAJOR"
"541976","PRELUDE AND PAJDUSHKA"
"542104","I THINK IT'S GONNA RAIN TODAY"
"542137","DIXIE FLYER"
"542170","LOUISIANA 1927"
"542335","WEST SIDE STORY, SOMEWHERE (ARR. Coughlin)"
"542368","HOW GLORY GOES (ARR. Tunick)"
"542401","#8"
"542434","CHEROKEE"
"542566","AMERICA THE BEAUTIFUL (ARR. Dragon)"
"542599","SUITE, SOPRANO AND VIOLIN"
"542614","SUITE OF ROMANCES, SOPRANO, PIANO TRIO, OP. 127"
"542671","VARIATIONS, PIANO, C MAJOR, K.300E (OLD K.265), ""TWINKLE, TWINKLE, LITTLE STAR"" (ARR. Wiprud)"
"542701","DANCE SUITE, WOODWIND QUINTET"
"542723","CONCERTO GROSSO NO. 5"
"542748","NETWORK"
"542783","BERCEUSE FOR DRESDEN"
"542835","CONCERTO, VIOLIN (L'ARBRE DES SONGES)"
"542851","WALKURE, DIE: RIDE OF THE VALKYRIES (ARR. Hutschenruyter)"
"542969","QUARTET, PIANO, A MINOR"
"543017","SEXTET, PIANO AND WINDS"
"543089","SEXTET, D MAJOR, OP. 110"
"543113","SWEET SUITE (ARR. Rickard)"
"543377","PEER GYNT: MUSIC FROM (BRASS) (ARR. Dedrick)"
"543509","ONCE IN ROYAL DAVID'S CITY (BRASS) (ARR. Kenton)"
"543641","WE THREE KINGS OF ORIENT ARE (ARR. Rickard)"
"543773","ADESTE FIDELES (O COME, ALL YE FAITHFUL) (BRASS) (ARR. Kenton)"
"543905","SPITFIRE PRELUDE & FUGUE (BRASS ARRANGEMENT) (ARR. Rickard)"
"544169","THREE MAMBOS (BRASS) (ARR. Crespo)"
"544301","DE CUYO NOMBRE NO QUIERO ACORDARME"
"544433","TIJUANA CHRISTMAS, A (BRASS)"
"544565","SILENT NIGHT (ARR. Mills)"
"544889","PITCHU LI"
"544900","KADSHENU B'MITZVOTECHA (ARR. Koussevitzky)"
"544911","EINEI CHOL"
"544922","SHAM'AH VATISMACH"
"544933","V'LIRUSHALAYIM IRCHA (ARR. Koussevitzky)"
"544944","KOL DODI"
"544966","SHEMA YISRAEL (ARR. Sobol)"
"544977","AKAVIA"
"544988","SHEHASHALOM SHELO"
"544999","U'VASHOFAR GADOL (ARR. Sobol)"
"545010","HABET MISHAMAYIM"
"545165","VALURILE DUNARII:  MUZICA"
"545213","QUINTET, CLARINET AND STRINGS"
"545267","OCTET, STRINGS"
"545285","CONCERTO, VIOLIN (RED VIOLIN)"
"545359","SYMPHONY NO.  94, (SURPRISE) (ARR. STR. FLUTE + TIMP.) (ARR. Unspecified)"
"545418","MASS, C MAJOR, K.317, ""CORONATION"""
"545614","IDYLL FOR THE MISBEGOTTEN, AN"
"545632","SUITE NO. 1:  HORN, TUBA, PIANO"
"545704","QUINTET, STRING, NO. 1, F MAJOR, OP. 88"
"545724","MILOSZ SONGS"
"545734","ABDELAZER: SUITE (ARR. Hockner [Höckner])"
"545747","ALLEGRO SCORREVOLE"
"545784","PAUL BUNYAN: OVERTURE (ARR. Matthews)"
"545803","GEORGE AND KAREN"
"545822","ONLY FOR YOU"
"545841","YOUNG LUTHERAN'S GUIDE TO THE ORCHESTRA, THE"
"545860","MY LOVE IS LIKE A RED, RED ROSE (ARR. Kallman)"
"546012","GOOD-BYE TO MY UNCLES (ARR. Stein)"
"546031","AUNT EVA SUITE (SURVEYING LAKE WOBEGON)"
"546050","SONG OF THE EXILES (ARR. Kallman)"
"546110","AMONG FRIENDS"
"546152","QUARTET, STRING, NO. 1, OP. 37"
"546328","AMERICAN CONCERTO"
"546366","ON DANGEROUS GROUND: DEATH HUNT"
