1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,1
9,2
10,3
11,4
12,5
13,6
14,7
15,1
16,2
17,3
18,4
19,5
20,6
21,7
22,1
23,2
24,3
25,4
26,5
27,6
28,7
29,1
30,2
31,3
32,4
33,5
34,6
35,7
36,1
37,2
38,3
39,4
40,5
41,6
42,7
43,1
44,2
45,3
46,4
47,5
48,6
49,7
50,1
51,2
52,3
53,4
54,5
55,6
56,7
57,1
58,5
59,8
60,1
61,5
62,8
63,1
64,5
65,8
66,1
67,5
68,8
69,1
70,5
71,8
72,1
73,5
74,8
75,1
76,5
77,8
78,1
79,8
80,2
81,5
82,9
83,10
84,11
85,12
86,6
87,13
88,14
89,15
90,1
91,8
92,2
93,5
94,9
95,10
96,11
97,12
98,6
99,13
100,14
101,15
102,1
103,8
104,2
105,5
106,9
107,10
108,11
109,12
110,6
111,13
112,14
113,15
114,1
115,8
116,2
117,5
118,9
119,10
120,11
121,12
122,6
123,13
124,14
125,15
126,1
127,8
128,2
129,5
130,9
131,10
132,11
133,12
134,6
135,13
136,14
137,15
138,1
139,8
140,2
141,5
142,9
143,10
144,11
145,12
146,6
147,13
148,14
149,15
150,1
151,8
152,2
153,5
154,9
155,10
156,11
157,12
158,6
159,13
160,14
161,15
162,1
163,8
164,2
165,5
166,9
167,10
168,11
169,12
170,6
171,13
172,14
173,15
174,1
175,8
176,2
177,5
178,9
179,10
180,11
181,12
182,6
183,13
184,14
185,15
186,1
187,8
188,2
189,5
190,9
191,10
192,11
193,12
194,6
195,13
196,14
197,15
198,1
199,8
200,2
201,5
202,9
203,10
204,11
205,12
206,6
207,13
208,14
209,15
210,16
211,17
212,18
213,19
214,3
215,20
216,5
217,6
218,16
219,17
220,18
221,19
222,3
223,20
224,5
225,6
226,16
227,17
228,18
229,19
230,3
231,20
232,5
233,6
234,16
235,17
236,18
237,19
238,3
239,20
240,5
241,6
242,16
243,17
244,18
245,19
246,3
247,20
248,5
249,6
250,16
251,17
252,18
253,19
254,3
255,20
256,5
257,6
258,21
259,21
260,21
261,21
262,21
262,21
262,21
262,21
262,21
262,21
262,21
262,21
262,21
262,21
262,21
273,21
274,2
275,22
276,12
277,5
278,15
279,23
280,6
281,17
282,18
283,21
284,2
285,22
286,12
287,5
288,15
289,23
290,6
291,17
292,18
293,21
294,2
295,22
296,12
297,5
298,15
299,23
300,6
301,17
302,18
303,21
304,2
305,22
306,12
307,5
308,15
309,23
310,6
311,17
312,18
313,21
314,2
315,22
316,12
317,5
318,15
319,23
320,6
321,17
322,18
323,21
324,2
325,22
326,12
327,5
328,15
329,23
330,6
331,17
332,18
333,22
334,17
335,8
336,22
337,17
338,8
339,22
340,17
341,8
342,22
343,17
344,8
345,22
346,17
347,8
348,24
349,25
350,24
351,25
352,24
353,25
354,24
355,25
356,24
357,25
358,26
359,27
360,26
361,27
362,26
363,27
364,26
365,27
366,26
367,27
368,26
369,27
370,16
371,17
372,28
373,29
374,30
375,16
376,17
377,28
378,29
379,30
380,16
381,17
382,28
383,29
384,30
385,16
386,17
387,28
388,29
389,30
390,16
391,17
392,28
393,29
394,30
395,16
396,17
397,28
398,29
399,30
400,16
401,17
402,28
403,29
404,30
405,31
406,22
407,15
408,17
409,18
410,19
410,19
410,19
410,19
410,19
410,19
410,19
417,31
418,22
419,15
420,17
421,18
422,19
423,31
424,22
425,15
426,17
427,18
428,19
429,31
430,22
431,15
432,17
433,18
434,19
435,31
436,22
437,15
438,17
439,18
440,19
441,31
442,22
443,15
444,17
445,18
446,19
447,1
448,8
449,1
450,8
451,1
452,8
453,1
454,8
455,1
456,8
457,1
458,8
459,32
460,33
461,34
462,32
463,33
464,34
465,32
466,33
467,34
468,32
469,33
470,34
471,32
472,33
473,34
474,32
475,33
476,34
477,32
478,33
479,34
480,8
481,22
482,35
483,15
484,19
485,18
486,36
487,8
488,22
489,35
490,15
491,19
492,18
493,36
494,8
495,22
496,35
497,15
498,19
499,18
500,36
501,8
502,22
503,35
504,15
505,19
506,18
507,36
508,8
509,22
510,35
511,15
512,19
513,18
514,36
515,8
516,22
517,35
518,15
519,19
520,18
521,36
522,37
523,22
524,37
525,22
526,37
527,22
528,37
529,22
529,22
529,22
532,37
533,22
534,37
535,22
536,38
537,39
538,38
539,39
540,38
541,39
542,38
543,39
544,38
545,39
546,37
547,1
548,8
549,40
550,41
551,42
552,29
553,43
554,37
555,1
556,8
557,40
558,41
559,42
560,29
561,43
562,37
563,1
564,8
565,40
566,41
